TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION,is_us_total,is_all_classes,VALUE_clipped
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1998,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,4530.0,POUNDS PER ACRE,True,True,4530.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1998,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,5600.0,POUNDS PER ACRE,False,True,5600.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7270.0,POUNDS PER ACRE,False,True,7270.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,5850.0,POUNDS PER ACRE,False,True,5850.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5000.0,POUNDS PER ACRE,True,True,5000.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,5900.0,POUNDS PER ACRE,False,True,5900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,5650.0,POUNDS PER ACRE,False,True,5650.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,5400.0,POUNDS PER ACRE,False,True,5400.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5866.0,POUNDS PER ACRE,True,True,5866.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6110.0,POUNDS PER ACRE,False,True,6110.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6700.0,POUNDS PER ACRE,False,True,6700.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5080.0,POUNDS PER ACRE,True,True,5080.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7940.0,POUNDS PER ACRE,False,True,7940.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6281.0,POUNDS PER ACRE,True,True,6281.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,5700.0,POUNDS PER ACRE,False,True,5700.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,5900.0,POUNDS PER ACRE,False,True,5900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6600.0,POUNDS PER ACRE,False,True,6600.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8170.0,POUNDS PER ACRE,False,True,8170.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6496.0,POUNDS PER ACRE,True,True,6496.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5500.0,POUNDS PER ACRE,True,True,5500.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6000.0,POUNDS PER ACRE,False,True,6000.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6350.0,POUNDS PER ACRE,False,True,6350.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6850.0,POUNDS PER ACRE,False,True,6850.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6050.0,POUNDS PER ACRE,False,True,6050.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8140.0,POUNDS PER ACRE,False,True,8140.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6440.0,POUNDS PER ACRE,False,True,6440.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6400.0,POUNDS PER ACRE,False,True,6400.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7100.0,POUNDS PER ACRE,False,True,7100.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6578.0,POUNDS PER ACRE,True,True,6578.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5500.0,POUNDS PER ACRE,True,True,5500.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6800.0,POUNDS PER ACRE,False,True,6800.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7700.0,POUNDS PER ACRE,False,True,7700.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5870.0,POUNDS PER ACRE,True,True,5870.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6670.0,POUNDS PER ACRE,True,True,6670.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6130.0,POUNDS PER ACRE,False,True,6130.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6600.0,POUNDS PER ACRE,False,True,6600.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6610.0,POUNDS PER ACRE,False,True,6610.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6980.0,POUNDS PER ACRE,False,True,6980.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6988.0,POUNDS PER ACRE,True,True,6988.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6840.0,POUNDS PER ACRE,False,True,6840.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5390.0,POUNDS PER ACRE,True,True,5390.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8600.0,POUNDS PER ACRE,False,True,8600.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6800.0,POUNDS PER ACRE,False,True,6800.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6900.0,POUNDS PER ACRE,False,True,6900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6600.0,POUNDS PER ACRE,False,True,6600.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6624.0,POUNDS PER ACRE,True,True,6624.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6600.0,POUNDS PER ACRE,False,True,6600.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5900.0,POUNDS PER ACRE,True,True,5900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6650.0,POUNDS PER ACRE,False,True,6650.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6400.0,POUNDS PER ACRE,False,True,6400.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7380.0,POUNDS PER ACRE,False,True,7380.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7170.0,POUNDS PER ACRE,False,True,7170.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5880.0,POUNDS PER ACRE,True,True,5880.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7000.0,POUNDS PER ACRE,False,True,7000.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6900.0,POUNDS PER ACRE,False,True,6900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6400.0,POUNDS PER ACRE,False,True,6400.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7660.0,POUNDS PER ACRE,False,True,7660.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6898.0,POUNDS PER ACRE,True,True,6898.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6550.0,POUNDS PER ACRE,False,True,6550.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8200.0,POUNDS PER ACRE,False,True,8200.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7230.0,POUNDS PER ACRE,False,True,7230.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6900.0,POUNDS PER ACRE,False,True,6900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7219.0,POUNDS PER ACRE,True,True,7219.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7350.0,POUNDS PER ACRE,False,True,7350.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6140.0,POUNDS PER ACRE,True,True,6140.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6620.0,POUNDS PER ACRE,False,True,6620.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6900.0,POUNDS PER ACRE,False,True,6900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6850.0,POUNDS PER ACRE,False,True,6850.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,5830.0,POUNDS PER ACRE,True,True,5830.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8320.0,POUNDS PER ACRE,False,True,8320.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6660.0,POUNDS PER ACRE,False,True,6660.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6846.0,POUNDS PER ACRE,True,True,6846.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6800.0,POUNDS PER ACRE,False,True,6800.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6710.0,POUNDS PER ACRE,False,True,6710.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7770.0,POUNDS PER ACRE,False,True,7770.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6700.0,POUNDS PER ACRE,False,True,6700.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7085.0,POUNDS PER ACRE,True,True,7085.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6300.0,POUNDS PER ACRE,True,True,6300.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8600.0,POUNDS PER ACRE,False,True,8600.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6725.0,POUNDS PER ACRE,True,True,6725.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6850.0,POUNDS PER ACRE,False,True,6850.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6480.0,POUNDS PER ACRE,False,True,6480.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6480.0,POUNDS PER ACRE,False,True,6480.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6100.0,POUNDS PER ACRE,True,True,6100.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7160.0,POUNDS PER ACRE,False,True,7160.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8020.0,POUNDS PER ACRE,False,True,8020.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6850.0,POUNDS PER ACRE,False,True,6850.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6490.0,POUNDS PER ACRE,False,True,6490.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7067.0,POUNDS PER ACRE,True,True,7067.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7190.0,POUNDS PER ACRE,False,True,7190.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8350.0,POUNDS PER ACRE,False,True,8350.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6320.0,POUNDS PER ACRE,True,True,6320.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6770.0,POUNDS PER ACRE,False,True,6770.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7200.0,POUNDS PER ACRE,False,True,7200.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,8370.0,POUNDS PER ACRE,False,True,8370.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6990.0,POUNDS PER ACRE,False,True,6990.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7463.0,POUNDS PER ACRE,True,True,7463.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6430.0,POUNDS PER ACRE,True,True,6430.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7480.0,POUNDS PER ACRE,False,True,7480.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8150.0,POUNDS PER ACRE,False,True,8150.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7694.0,POUNDS PER ACRE,True,True,7694.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7740.0,POUNDS PER ACRE,False,True,7740.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,7300.0,POUNDS PER ACRE,True,True,7300.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7560.0,POUNDS PER ACRE,False,True,7560.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8480.0,POUNDS PER ACRE,False,True,8480.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7030.0,POUNDS PER ACRE,False,True,7030.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7400.0,POUNDS PER ACRE,False,True,7400.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8580.0,POUNDS PER ACRE,False,True,8580.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7576.0,POUNDS PER ACRE,True,True,7576.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6830.0,POUNDS PER ACRE,False,True,6830.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7420.0,POUNDS PER ACRE,False,True,7420.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,7130.0,POUNDS PER ACRE,True,True,7130.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7560.0,POUNDS PER ACRE,False,True,7560.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7360.0,POUNDS PER ACRE,False,True,7360.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6940.0,POUNDS PER ACRE,True,True,6940.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6900.0,POUNDS PER ACRE,False,True,6900.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7020.0,POUNDS PER ACRE,False,True,7020.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7340.0,POUNDS PER ACRE,False,True,7340.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7472.0,POUNDS PER ACRE,True,True,7472.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7110.0,POUNDS PER ACRE,False,True,7110.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8890.0,POUNDS PER ACRE,False,True,8834.400000000001
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6630.0,POUNDS PER ACRE,True,True,6630.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,6650.0,POUNDS PER ACRE,False,True,6650.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,6920.0,POUNDS PER ACRE,False,True,6920.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7237.0,POUNDS PER ACRE,True,True,7237.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7180.0,POUNDS PER ACRE,False,True,7180.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7360.0,POUNDS PER ACRE,False,True,7360.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8840.0,POUNDS PER ACRE,False,True,8834.400000000001
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7440.0,POUNDS PER ACRE,False,True,7440.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7490.0,POUNDS PER ACRE,False,True,7490.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6710.0,POUNDS PER ACRE,True,True,6710.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8410.0,POUNDS PER ACRE,False,True,8410.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7260.0,POUNDS PER ACRE,False,True,7260.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7400.0,POUNDS PER ACRE,False,True,7400.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7507.0,POUNDS PER ACRE,True,True,7507.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7520.0,POUNDS PER ACRE,False,True,7520.0
